MacherTypes	SelectorTypes	DetectorType	descriptorType	FrameNo	No of KP	 KP-time 	No of Desc	Desc-time	No of Match	Match-time
MAT_FLANN    	SEL_KNN    	AKAZE    	FREAK    	6	173	23979	[64 x 173]	18321	164	1302
MAT_FLANN    	SEL_KNN    	AKAZE    	FREAK    	7	175	23455	[64 x 175]	17675	173	1331
MAT_FLANN    	SEL_KNN    	AKAZE    	FREAK    	8	177	23299	[64 x 177]	17548	175	1333
MAT_FLANN    	SEL_KNN    	AKAZE    	FREAK    	9	179	23339	[64 x 179]	17510	177	1395
MAT_FLANN    	SEL_KNN    	AKAZE    	AKAZE    	0	166	46461	[61 x 166]	19826	0	0
MAT_FLANN    	SEL_KNN    	AKAZE    	AKAZE    	1	157	23489	[61 x 157]	18885	166	1281
MAT_FLANN    	SEL_KNN    	AKAZE    	AKAZE    	2	161	23341	[61 x 161]	19087	157	1250
MAT_FLANN    	SEL_KNN    	AKAZE    	AKAZE    	3	155	23555	[61 x 155]	18912	161	1279
MAT_FLANN    	SEL_KNN    	AKAZE    	AKAZE    	4	163	23478	[61 x 163]	18985	155	1220
MAT_FLANN    	SEL_KNN    	AKAZE    	AKAZE    	5	164	23402	[61 x 164]	19284	163	1283
MAT_FLANN    	SEL_KNN    	AKAZE    	AKAZE    	6	173	24362	[61 x 173]	19334	164	1383
MAT_FLANN    	SEL_KNN    	AKAZE    	AKAZE    	7	175	23491	[61 x 175]	18967	173	1332
MAT_FLANN    	SEL_KNN    	AKAZE    	AKAZE    	8	177	23325	[61 x 177]	18803	175	1344
MAT_FLANN    	SEL_KNN    	AKAZE    	AKAZE    	9	179	23353	[61 x 179]	18969	177	1366
MAT_FLANN    	SEL_KNN    	AKAZE    	SIFT     	0	166	60213	[128 x 166]	13647	0	0
MAT_FLANN    	SEL_KNN    	AKAZE    	SIFT     	1	157	23880	[128 x 157]	10219	166	1444
MAT_FLANN    	SEL_KNN    	AKAZE    	SIFT     	2	161	23551	[128 x 161]	10089	157	1367
MAT_FLANN    	SEL_KNN    	AKAZE    	SIFT     	3	155	23413	[128 x 155]	10146	161	1414
MAT_FLANN    	SEL_KNN    	AKAZE    	SIFT     	4	163	23402	[128 x 163]	10062	155	1466
MAT_FLANN    	SEL_KNN    	AKAZE    	SIFT     	5	164	23350	[128 x 164]	10002	163	1433
MAT_FLANN    	SEL_KNN    	AKAZE    	SIFT     	6	173	23348	[128 x 173]	10088	164	1564
MAT_FLANN    	SEL_KNN    	AKAZE    	SIFT     	7	175	23396	[128 x 175]	10102	173	1493
MAT_FLANN    	SEL_KNN    	AKAZE    	SIFT     	8	177	23393	[128 x 177]	10363	175	1504
MAT_FLANN    	SEL_KNN    	AKAZE    	SIFT     	9	179	23388	[128 x 179]	9980	177	1633
MAT_FLANN    	SEL_KNN    	SIFT     	BRISK     	0	137	68346	[64 x 137]	9752	0	0
MAT_FLANN    	SEL_KNN    	SIFT     	BRISK     	1	132	45525	[64 x 132]	9713	137	1002
MAT_FLANN    	SEL_KNN    	SIFT     	BRISK     	2	124	45749	[64 x 124]	9744	132	927
MAT_FLANN    	SEL_KNN    	SIFT     	BRISK     	3	137	45462	[64 x 137]	9855	124	954
MAT_FLANN    	SEL_KNN    	SIFT     	BRISK     	4	134	45746	[64 x 134]	9801	137	991
MAT_FLANN    	SEL_KNN    	SIFT     	BRISK     	5	140	45434	[64 x 140]	9828	134	990
MAT_FLANN    	SEL_KNN    	SIFT     	BRISK     	6	137	46809	[64 x 137]	9669	140	979
MAT_FLANN    	SEL_KNN    	SIFT     	BRISK     	7	148	46498	[64 x 148]	9966	137	972
MAT_FLANN    	SEL_KNN    	SIFT     	BRISK     	8	159	45828	[64 x 159]	10050	148	1081
MAT_FLANN    	SEL_KNN    	SIFT     	BRISK     	9	137	45830	[64 x 137]	9754	159	1058
MAT_FLANN    	SEL_KNN    	SIFT     	BRIEF    	0	138	70987	[32 x 138]	354	0	0
MAT_FLANN    	SEL_KNN    	SIFT     	BRIEF    	1	132	46143	[32 x 132]	343	138	904
MAT_FLANN    	SEL_KNN    	SIFT     	BRIEF    	2	124	45334	[32 x 124]	334	132	805
MAT_FLANN    	SEL_KNN    	SIFT     	BRIEF    	3	137	45469	[32 x 137]	353	124	824
MAT_FLANN    	SEL_KNN    	SIFT     	BRIEF    	4	134	46129	[32 x 134]	346	137	874
MAT_FLANN    	SEL_KNN    	SIFT     	BRIEF    	5	140	45398	[32 x 140]	368	134	825
MAT_FLANN    	SEL_KNN    	SIFT     	BRIEF    	6	137	45507	[32 x 137]	351	140	844
MAT_FLANN    	SEL_KNN    	SIFT     	BRIEF    	7	148	45487	[32 x 148]	368	137	839
MAT_FLANN    	SEL_KNN    	SIFT     	BRIEF    	8	159	45367	[32 x 159]	384	148	901
MAT_FLANN    	SEL_KNN    	SIFT     	BRIEF    	9	137	45469	[32 x 137]	359	159	918
MAT_FLANN    	SEL_KNN    	SIFT     	ORB       	0	138	71743	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_KNN    	SIFT     	ORB       	1	132	45657	[0 x 0]	-1	0	5
MAT_FLANN    	SEL_KNN    	SIFT     	ORB       	2	124	45406	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SIFT     	ORB       	3	137	49382	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SIFT     	ORB       	4	134	47744	[0 x 0]	-1	0	5
MAT_FLANN    	SEL_KNN    	SIFT     	ORB       	5	140	47534	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SIFT     	ORB       	6	137	48464	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SIFT     	ORB       	7	148	45670	[0 x 0]	-1	0	5
MAT_FLANN    	SEL_KNN    	SIFT     	ORB       	8	159	46433	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SIFT     	ORB       	9	137	47319	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SIFT     	FREAK    	0	137	74701	[64 x 137]	18000	0	0
MAT_FLANN    	SEL_KNN    	SIFT     	FREAK    	1	131	47213	[64 x 131]	17224	137	969
MAT_FLANN    	SEL_KNN    	SIFT     	FREAK    	2	123	45530	[64 x 123]	17894	131	938
MAT_FLANN    	SEL_KNN    	SIFT     	FREAK    	3	136	46217	[64 x 136]	17217	123	901
MAT_FLANN    	SEL_KNN    	SIFT     	FREAK    	4	133	45381	[64 x 133]	17498	136	978
MAT_FLANN    	SEL_KNN    	SIFT     	FREAK    	5	139	46555	[64 x 139]	17847	133	976
MAT_FLANN    	SEL_KNN    	SIFT     	FREAK    	6	135	46363	[64 x 135]	17377	139	976
MAT_FLANN    	SEL_KNN    	SIFT     	FREAK    	7	147	46099	[64 x 147]	17433	135	975
MAT_FLANN    	SEL_KNN    	SIFT     	FREAK    	8	158	45542	[64 x 158]	17316	147	1050
MAT_FLANN    	SEL_KNN    	SIFT     	FREAK    	9	135	45262	[64 x 135]	17295	158	1059
MAT_FLANN    	SEL_KNN    	SIFT     	AKAZE    	0	138	72637	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_KNN    	SIFT     	AKAZE    	1	132	45213	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	SIFT     	AKAZE    	2	124	45907	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	SIFT     	AKAZE    	3	137	46049	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	SIFT     	AKAZE    	4	134	45853	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	SIFT     	AKAZE    	5	140	45430	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SIFT     	AKAZE    	6	137	51308	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SIFT     	AKAZE    	7	148	47940	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	SIFT     	AKAZE    	8	159	48447	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SIFT     	AKAZE    	9	137	47989	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	SIFT     	SIFT     	0	138	73282	[128 x 138]	37858	0	0
MAT_FLANN    	SEL_KNN    	SIFT     	SIFT     	1	132	46901	[128 x 132]	37997	138	1213
MAT_FLANN    	SEL_KNN    	SIFT     	SIFT     	2	124	46834	[128 x 124]	37731	132	1145
MAT_FLANN    	SEL_KNN    	SIFT     	SIFT     	3	137	46816	[128 x 137]	37320	124	1149
MAT_FLANN    	SEL_KNN    	SIFT     	SIFT     	4	134	46271	[128 x 134]	37617	137	1203
MAT_FLANN    	SEL_KNN    	SIFT     	SIFT     	5	140	46144	[128 x 140]	37813	134	1270
MAT_FLANN    	SEL_KNN    	SIFT     	SIFT     	6	137	46495	[128 x 137]	37593	140	1236
MAT_FLANN    	SEL_KNN    	SIFT     	SIFT     	7	148	46955	[128 x 148]	37903	137	1250
MAT_FLANN    	SEL_KNN    	SIFT     	SIFT     	8	159	46278	[128 x 159]	37433	148	1339
MAT_FLANN    	SEL_KNN    	SIFT     	SIFT     	9	137	46268	[128 x 137]	38311	159	1350
