MacherTypes	SelectorTypes	DetectorType	descriptorType	FrameNo	No of KP	 KP-time 	No of Desc	Desc-time	No of Match	Match-time
MAT_BF     	SEL_KNN    	SIFT     	FREAK    	2	123	57093	[64 x 123]	18584	131	114
MAT_BF     	SEL_KNN    	SIFT     	FREAK    	3	136	56220	[64 x 136]	18678	123	130
MAT_BF     	SEL_KNN    	SIFT     	FREAK    	4	133	56134	[64 x 133]	18241	136	135
MAT_BF     	SEL_KNN    	SIFT     	FREAK    	5	139	56022	[64 x 139]	18280	133	132
MAT_BF     	SEL_KNN    	SIFT     	FREAK    	6	135	55881	[64 x 135]	18467	139	126
MAT_BF     	SEL_KNN    	SIFT     	FREAK    	7	147	56192	[64 x 147]	18605	135	135
MAT_BF     	SEL_KNN    	SIFT     	FREAK    	8	158	56276	[64 x 158]	18967	147	144
MAT_BF     	SEL_KNN    	SIFT     	FREAK    	9	135	57211	[64 x 135]	18715	158	135
MAT_BF     	SEL_KNN    	SIFT     	AKAZE    	0	138	87257	[0 x 0]	-1	0	0
MAT_BF     	SEL_KNN    	SIFT     	AKAZE    	1	132	57683	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	SIFT     	AKAZE    	2	124	57213	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	SIFT     	AKAZE    	3	137	56624	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	SIFT     	AKAZE    	4	134	57302	[0 x 0]	-1	0	22
MAT_BF     	SEL_KNN    	SIFT     	AKAZE    	5	140	57005	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	SIFT     	AKAZE    	6	137	56550	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	SIFT     	AKAZE    	7	148	56740	[0 x 0]	-1	0	2
MAT_BF     	SEL_KNN    	SIFT     	AKAZE    	8	159	53476	[0 x 0]	-1	0	2
MAT_BF     	SEL_KNN    	SIFT     	AKAZE    	9	137	56568	[0 x 0]	-1	0	3
MAT_BF     	SEL_KNN    	SIFT     	SIFT     	0	138	90151	[128 x 138]	48665	0	0
MAT_BF     	SEL_KNN    	SIFT     	SIFT     	1	132	46757	[128 x 132]	37382	138	61
MAT_BF     	SEL_KNN    	SIFT     	SIFT     	2	124	57002	[128 x 124]	48710	132	57
MAT_BF     	SEL_KNN    	SIFT     	SIFT     	3	137	45892	[128 x 137]	37475	124	60
MAT_BF     	SEL_KNN    	SIFT     	SIFT     	4	134	45688	[128 x 134]	37771	137	63
MAT_BF     	SEL_KNN    	SIFT     	SIFT     	5	140	45687	[128 x 140]	38128	134	65
MAT_BF     	SEL_KNN    	SIFT     	SIFT     	6	137	46561	[128 x 137]	37791	140	65
MAT_BF     	SEL_KNN    	SIFT     	SIFT     	7	148	45637	[128 x 148]	37808	137	68
MAT_BF     	SEL_KNN    	SIFT     	SIFT     	8	159	45644	[128 x 159]	37969	148	75
MAT_BF     	SEL_KNN    	SIFT     	SIFT     	9	137	45920	[128 x 137]	37676	159	71
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRISK     	0	125	14049	[64 x 125]	22731	0	0
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRISK     	1	118	6939	[64 x 118]	10893	125	1030
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRISK     	2	123	5546	[64 x 123]	9612	118	943
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRISK     	3	120	5496	[64 x 120]	10000	123	965
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRISK     	4	120	5435	[64 x 120]	9832	120	904
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRISK     	5	113	7006	[64 x 113]	18350	120	903
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRISK     	6	114	5763	[64 x 114]	18496	113	897
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRISK     	7	123	5410	[64 x 123]	18681	114	874
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRISK     	8	111	5651	[64 x 111]	17930	123	900
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRISK     	9	112	5461	[64 x 112]	18090	111	834
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRIEF    	0	125	21878	[32 x 125]	850	0	0
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRIEF    	1	118	9323	[32 x 118]	380	125	1180
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRIEF    	2	123	6203	[32 x 123]	283	118	817
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRIEF    	3	120	5332	[32 x 120]	257	123	756
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRIEF    	4	120	5369	[32 x 120]	255	120	729
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRIEF    	5	113	5366	[32 x 113]	247	120	713
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRIEF    	6	114	5318	[32 x 114]	245	113	753
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRIEF    	7	123	5291	[32 x 123]	260	114	691
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRIEF    	8	111	5293	[32 x 111]	244	123	739
MAT_FLANN    	SEL_NN     	SHITOMASI 	BRIEF    	9	112	5389	[32 x 112]	244	111	693
MAT_FLANN    	SEL_NN     	SHITOMASI 	ORB       	0	125	17448	[32 x 125]	5812	0	0
MAT_FLANN    	SEL_NN     	SHITOMASI 	ORB       	1	118	8563	[32 x 118]	2773	125	1147
MAT_FLANN    	SEL_NN     	SHITOMASI 	ORB       	2	123	5973	[32 x 123]	2090	118	803
MAT_FLANN    	SEL_NN     	SHITOMASI 	ORB       	3	120	5354	[32 x 120]	1856	123	793
MAT_FLANN    	SEL_NN     	SHITOMASI 	ORB       	4	120	5326	[32 x 120]	1929	120	761
MAT_FLANN    	SEL_NN     	SHITOMASI 	ORB       	5	113	5257	[32 x 113]	1898	120	750
MAT_FLANN    	SEL_NN     	SHITOMASI 	ORB       	6	114	5345	[32 x 114]	1915	113	739
MAT_FLANN    	SEL_NN     	SHITOMASI 	ORB       	7	123	5353	[32 x 123]	1861	114	773
MAT_FLANN    	SEL_NN     	SHITOMASI 	ORB       	8	111	5211	[32 x 111]	1855	123	776
MAT_FLANN    	SEL_NN     	SHITOMASI 	ORB       	9	112	5668	[32 x 112]	1860	111	736
MAT_FLANN    	SEL_NN     	SHITOMASI 	FREAK    	0	125	13714	[64 x 125]	34826	0	0
MAT_FLANN    	SEL_NN     	SHITOMASI 	FREAK    	1	118	5712	[64 x 118]	17081	125	930
MAT_FLANN    	SEL_NN     	SHITOMASI 	FREAK    	2	123	5242	[64 x 123]	16658	118	879
MAT_FLANN    	SEL_NN     	SHITOMASI 	FREAK    	3	120	5266	[64 x 120]	16802	123	911
MAT_FLANN    	SEL_NN     	SHITOMASI 	FREAK    	4	120	5266	[64 x 120]	16597	120	961
MAT_FLANN    	SEL_NN     	SHITOMASI 	FREAK    	5	113	5194	[64 x 113]	16649	120	886
MAT_FLANN    	SEL_NN     	SHITOMASI 	FREAK    	6	114	5247	[64 x 114]	16641	113	858
MAT_FLANN    	SEL_NN     	SHITOMASI 	FREAK    	7	123	5289	[64 x 123]	17018	114	919
MAT_FLANN    	SEL_NN     	SHITOMASI 	FREAK    	8	111	5335	[64 x 111]	17275	123	886
MAT_FLANN    	SEL_NN     	SHITOMASI 	FREAK    	9	112	5334	[64 x 112]	16607	111	824
MAT_FLANN    	SEL_NN     	SHITOMASI 	AKAZE    	0	125	17101	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_NN     	SHITOMASI 	AKAZE    	1	118	7327	[0 x 0]	-1	0	5
MAT_FLANN    	SEL_NN     	SHITOMASI 	AKAZE    	2	123	7068	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SHITOMASI 	AKAZE    	3	120	7241	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SHITOMASI 	AKAZE    	4	120	7222	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SHITOMASI 	AKAZE    	5	113	6947	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SHITOMASI 	AKAZE    	6	114	7311	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SHITOMASI 	AKAZE    	7	123	7268	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SHITOMASI 	AKAZE    	8	111	6882	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SHITOMASI 	AKAZE    	9	112	7203	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SHITOMASI 	SIFT     	0	125	16150	[128 x 125]	15950	0	0
MAT_FLANN    	SEL_NN     	SHITOMASI 	SIFT     	1	118	7143	[128 x 118]	8540	125	1094
MAT_FLANN    	SEL_NN     	SHITOMASI 	SIFT     	2	123	5319	[128 x 123]	7176	118	1053
MAT_FLANN    	SEL_NN     	SHITOMASI 	SIFT     	3	120	5375	[128 x 120]	7301	123	1099
MAT_FLANN    	SEL_NN     	SHITOMASI 	SIFT     	4	120	5347	[128 x 120]	7274	120	1013
MAT_FLANN    	SEL_NN     	SHITOMASI 	SIFT     	5	113	5289	[128 x 113]	7243	120	1059
MAT_FLANN    	SEL_NN     	SHITOMASI 	SIFT     	6	114	5348	[128 x 114]	7167	113	1023
MAT_FLANN    	SEL_NN     	SHITOMASI 	SIFT     	7	123	5248	[128 x 123]	7421	114	963
MAT_FLANN    	SEL_NN     	SHITOMASI 	SIFT     	8	111	5281	[128 x 111]	7218	123	1016
MAT_FLANN    	SEL_NN     	SHITOMASI 	SIFT     	9	112	5294	[128 x 112]	7174	111	981
MAT_FLANN    	SEL_NN     	HARRIS   	BRISK     	0	17	19174	[64 x 17]	31143	0	0
MAT_FLANN    	SEL_NN     	HARRIS   	BRISK     	1	14	5821	[64 x 14]	17462	17	109
MAT_FLANN    	SEL_NN     	HARRIS   	BRISK     	2	19	5781	[64 x 19]	17428	14	125
MAT_FLANN    	SEL_NN     	HARRIS   	BRISK     	3	22	5801	[64 x 22]	17355	19	179
MAT_FLANN    	SEL_NN     	HARRIS   	BRISK     	4	26	6217	[64 x 26]	17453	22	222
MAT_FLANN    	SEL_NN     	HARRIS   	BRISK     	5	47	15092	[64 x 47]	18067	26	267
MAT_FLANN    	SEL_NN     	HARRIS   	BRISK     	6	18	5586	[64 x 18]	17307	47	269
MAT_FLANN    	SEL_NN     	HARRIS   	BRISK     	7	33	6913	[64 x 33]	18013	18	202
MAT_FLANN    	SEL_NN     	HARRIS   	BRISK     	8	27	6258	[64 x 27]	17377	33	305
MAT_FLANN    	SEL_NN     	HARRIS   	BRISK     	9	35	9216	[64 x 35]	17738	27	257
MAT_FLANN    	SEL_NN     	HARRIS   	BRIEF    	0	17	23807	[32 x 17]	355	0	0
MAT_FLANN    	SEL_NN     	HARRIS   	BRIEF    	1	14	9742	[32 x 14]	170	17	131
MAT_FLANN    	SEL_NN     	HARRIS   	BRIEF    	2	19	7043	[32 x 19]	141	14	117
MAT_FLANN    	SEL_NN     	HARRIS   	BRIEF    	3	22	6116	[32 x 22]	131	19	126
MAT_FLANN    	SEL_NN     	HARRIS   	BRIEF    	4	26	6035	[32 x 26]	137	22	161
MAT_FLANN    	SEL_NN     	HARRIS   	BRIEF    	5	47	15321	[32 x 47]	170	26	216
MAT_FLANN    	SEL_NN     	HARRIS   	BRIEF    	6	18	5651	[32 x 18]	163	47	229
MAT_FLANN    	SEL_NN     	HARRIS   	BRIEF    	7	33	6945	[32 x 33]	179	18	187
MAT_FLANN    	SEL_NN     	HARRIS   	BRIEF    	8	27	6169	[32 x 27]	134	33	222
MAT_FLANN    	SEL_NN     	HARRIS   	BRIEF    	9	35	8898	[32 x 35]	148	27	209
MAT_FLANN    	SEL_NN     	HARRIS   	ORB       	0	17	15144	[32 x 17]	5055	0	0
MAT_FLANN    	SEL_NN     	HARRIS   	ORB       	1	14	10366	[32 x 14]	2883	17	142
MAT_FLANN    	SEL_NN     	HARRIS   	ORB       	2	19	6879	[32 x 19]	2046	14	109
MAT_FLANN    	SEL_NN     	HARRIS   	ORB       	3	22	5711	[32 x 22]	1807	19	134
MAT_FLANN    	SEL_NN     	HARRIS   	ORB       	4	26	6046	[32 x 26]	1813	22	165
MAT_FLANN    	SEL_NN     	HARRIS   	ORB       	5	47	14987	[32 x 47]	1814	26	215
MAT_FLANN    	SEL_NN     	HARRIS   	ORB       	6	18	5554	[32 x 18]	1816	47	226
MAT_FLANN    	SEL_NN     	HARRIS   	ORB       	7	33	6746	[32 x 33]	1872	18	153
MAT_FLANN    	SEL_NN     	HARRIS   	ORB       	8	27	6145	[32 x 27]	1797	33	234
MAT_FLANN    	SEL_NN     	HARRIS   	ORB       	9	35	8813	[32 x 35]	1873	27	213
MAT_FLANN    	SEL_NN     	HARRIS   	FREAK    	0	17	24461	[64 x 17]	30440	0	0
MAT_FLANN    	SEL_NN     	HARRIS   	FREAK    	1	14	5827	[64 x 14]	16472	17	105
MAT_FLANN    	SEL_NN     	HARRIS   	FREAK    	2	19	5618	[64 x 19]	16146	14	118
MAT_FLANN    	SEL_NN     	HARRIS   	FREAK    	3	22	5743	[64 x 22]	16543	19	160
MAT_FLANN    	SEL_NN     	HARRIS   	FREAK    	4	26	5986	[64 x 26]	16499	22	212
MAT_FLANN    	SEL_NN     	HARRIS   	FREAK    	5	47	14867	[64 x 47]	16666	26	252
MAT_FLANN    	SEL_NN     	HARRIS   	FREAK    	6	18	5629	[64 x 18]	16472	47	262
MAT_FLANN    	SEL_NN     	HARRIS   	FREAK    	7	33	6768	[64 x 33]	16633	18	195
MAT_FLANN    	SEL_NN     	HARRIS   	FREAK    	8	27	6159	[64 x 27]	16757	33	303
MAT_FLANN    	SEL_NN     	HARRIS   	FREAK    	9	35	9236	[64 x 35]	16634	27	246
MAT_FLANN    	SEL_NN     	HARRIS   	AKAZE    	0	17	19187	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_NN     	HARRIS   	AKAZE    	1	14	7592	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	HARRIS   	AKAZE    	2	19	7295	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	HARRIS   	AKAZE    	3	22	7759	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	HARRIS   	AKAZE    	4	26	7702	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	HARRIS   	AKAZE    	5	47	16954	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	HARRIS   	AKAZE    	6	18	6953	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	HARRIS   	AKAZE    	7	33	7804	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	HARRIS   	AKAZE    	8	27	7535	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	HARRIS   	AKAZE    	9	35	9293	[0 x 0]	-1	0	16
MAT_FLANN    	SEL_NN     	HARRIS   	SIFT     	0	17	30792	[128 x 17]	14343	0	0
MAT_FLANN    	SEL_NN     	HARRIS   	SIFT     	1	14	7086	[128 x 14]	8023	17	92
MAT_FLANN    	SEL_NN     	HARRIS   	SIFT     	2	19	5630	[128 x 19]	7045	14	106
MAT_FLANN    	SEL_NN     	HARRIS   	SIFT     	3	22	5816	[128 x 22]	7161	19	152
MAT_FLANN    	SEL_NN     	HARRIS   	SIFT     	4	26	5996	[128 x 26]	7076	22	178
MAT_FLANN    	SEL_NN     	HARRIS   	SIFT     	5	47	15084	[128 x 47]	7202	26	267
MAT_FLANN    	SEL_NN     	HARRIS   	SIFT     	6	18	5463	[128 x 18]	7058	47	260
MAT_FLANN    	SEL_NN     	HARRIS   	SIFT     	7	33	6779	[128 x 33]	7092	18	190
MAT_FLANN    	SEL_NN     	HARRIS   	SIFT     	8	27	6195	[128 x 27]	7078	33	250
MAT_FLANN    	SEL_NN     	HARRIS   	SIFT     	9	35	8906	[128 x 35]	7145	27	235
MAT_FLANN    	SEL_NN     	FAST      	BRISK     	0	419	3903	[64 x 419]	24242	0	0
MAT_FLANN    	SEL_NN     	FAST      	BRISK     	1	427	1469	[64 x 427]	20618	419	3322
MAT_FLANN    	SEL_NN     	FAST      	BRISK     	2	404	1446	[64 x 404]	19778	427	3266
MAT_FLANN    	SEL_NN     	FAST      	BRISK     	3	423	1481	[64 x 423]	20038	404	3223
MAT_FLANN    	SEL_NN     	FAST      	BRISK     	4	386	1447	[64 x 386]	19719	423	3232
MAT_FLANN    	SEL_NN     	FAST      	BRISK     	5	414	1485	[64 x 414]	19859	386	3078
MAT_FLANN    	SEL_NN     	FAST      	BRISK     	6	418	1469	[64 x 418]	20247	414	3271
MAT_FLANN    	SEL_NN     	FAST      	BRISK     	7	406	1503	[64 x 406]	19776	418	3236
MAT_FLANN    	SEL_NN     	FAST      	BRISK     	8	396	1491	[64 x 396]	19645	406	3155
MAT_FLANN    	SEL_NN     	FAST      	BRISK     	9	401	1495	[64 x 401]	19720	396	3098
MAT_FLANN    	SEL_NN     	FAST      	BRIEF    	0	419	8231	[32 x 419]	3724	0	0
MAT_FLANN    	SEL_NN     	FAST      	BRIEF    	1	427	4055	[32 x 427]	1602	419	5920
MAT_FLANN    	SEL_NN     	FAST      	BRIEF    	2	404	2286	[32 x 404]	897	427	3968
MAT_FLANN    	SEL_NN     	FAST      	BRIEF    	3	423	1709	[32 x 423]	744	404	3146
MAT_FLANN    	SEL_NN     	FAST      	BRIEF    	4	386	1457	[32 x 386]	632	423	2804
MAT_FLANN    	SEL_NN     	FAST      	BRIEF    	5	414	1454	[32 x 414]	634	386	2599
MAT_FLANN    	SEL_NN     	FAST      	BRIEF    	6	418	1469	[32 x 418]	639	414	2749
MAT_FLANN    	SEL_NN     	FAST      	BRIEF    	7	406	1467	[32 x 406]	624	418	2720
MAT_FLANN    	SEL_NN     	FAST      	BRIEF    	8	396	1494	[32 x 396]	610	406	2674
MAT_FLANN    	SEL_NN     	FAST      	BRIEF    	9	401	1484	[32 x 401]	616	396	2646
MAT_FLANN    	SEL_NN     	FAST      	ORB       	0	419	5062	[32 x 419]	7383	0	0
MAT_FLANN    	SEL_NN     	FAST      	ORB       	1	427	3817	[32 x 427]	4575	419	5251
MAT_FLANN    	SEL_NN     	FAST      	ORB       	2	404	1956	[32 x 404]	2894	427	3512
MAT_FLANN    	SEL_NN     	FAST      	ORB       	3	423	1553	[32 x 423]	2269	404	2812
MAT_FLANN    	SEL_NN     	FAST      	ORB       	4	386	1444	[32 x 386]	2062	423	2768
MAT_FLANN    	SEL_NN     	FAST      	ORB       	5	414	1456	[32 x 414]	2079	386	2674
MAT_FLANN    	SEL_NN     	FAST      	ORB       	6	418	1466	[32 x 418]	2092	414	2767
MAT_FLANN    	SEL_NN     	FAST      	ORB       	7	406	1502	[32 x 406]	2072	418	2810
MAT_FLANN    	SEL_NN     	FAST      	ORB       	8	396	1488	[32 x 396]	2108	406	2657
MAT_FLANN    	SEL_NN     	FAST      	ORB       	9	401	1482	[32 x 401]	2110	396	2675
MAT_FLANN    	SEL_NN     	FAST      	FREAK    	0	419	5061	[64 x 419]	43218	0	0
MAT_FLANN    	SEL_NN     	FAST      	FREAK    	1	427	1751	[64 x 427]	18865	419	3310
MAT_FLANN    	SEL_NN     	FAST      	FREAK    	2	404	1442	[64 x 404]	17757	427	3275
MAT_FLANN    	SEL_NN     	FAST      	FREAK    	3	423	1445	[64 x 423]	17784	404	3191
MAT_FLANN    	SEL_NN     	FAST      	FREAK    	4	386	1433	[64 x 386]	17660	423	3280
MAT_FLANN    	SEL_NN     	FAST      	FREAK    	5	414	1450	[64 x 414]	17782	386	3068
MAT_FLANN    	SEL_NN     	FAST      	FREAK    	6	418	1465	[64 x 418]	18411	414	3286
MAT_FLANN    	SEL_NN     	FAST      	FREAK    	7	406	1459	[64 x 406]	17747	418	3187
MAT_FLANN    	SEL_NN     	FAST      	FREAK    	8	396	1492	[64 x 396]	17789	406	3101
MAT_FLANN    	SEL_NN     	FAST      	FREAK    	9	401	1492	[64 x 401]	17781	396	3060
MAT_FLANN    	SEL_NN     	FAST      	AKAZE    	0	419	2910	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_NN     	FAST      	AKAZE    	1	427	1474	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	FAST      	AKAZE    	2	404	1450	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	FAST      	AKAZE    	3	423	1451	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	FAST      	AKAZE    	4	386	1453	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	FAST      	AKAZE    	5	414	1458	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	FAST      	AKAZE    	6	418	1473	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	FAST      	AKAZE    	7	406	1470	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	FAST      	AKAZE    	8	396	1540	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	FAST      	AKAZE    	9	401	1504	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	FAST      	SIFT     	0	419	7332	[128 x 419]	27962	0	0
MAT_FLANN    	SEL_NN     	FAST      	SIFT     	1	427	2237	[128 x 427]	11489	419	4087
MAT_FLANN    	SEL_NN     	FAST      	SIFT     	2	404	1455	[128 x 404]	8887	427	3794
MAT_FLANN    	SEL_NN     	FAST      	SIFT     	3	423	1445	[128 x 423]	9091	404	3651
MAT_FLANN    	SEL_NN     	FAST      	SIFT     	4	386	1448	[128 x 386]	8889	423	3646
MAT_FLANN    	SEL_NN     	FAST      	SIFT     	5	414	1513	[128 x 414]	9087	386	3606
MAT_FLANN    	SEL_NN     	FAST      	SIFT     	6	418	1467	[128 x 418]	9129	414	3689
MAT_FLANN    	SEL_NN     	FAST      	SIFT     	7	406	1463	[128 x 406]	9177	418	3705
MAT_FLANN    	SEL_NN     	FAST      	SIFT     	8	396	1495	[128 x 396]	8939	406	3614
MAT_FLANN    	SEL_NN     	FAST      	SIFT     	9	401	1495	[128 x 401]	8896	396	3604
MAT_FLANN    	SEL_NN     	BRISK    	BRISK     	0	264	69135	[64 x 264]	18884	0	0
MAT_FLANN    	SEL_NN     	BRISK    	BRISK     	1	282	45239	[64 x 282]	18837	264	2042
MAT_FLANN    	SEL_NN     	BRISK    	BRISK     	2	282	45531	[64 x 282]	19395	282	2149
MAT_FLANN    	SEL_NN     	BRISK    	BRISK     	3	277	45315	[64 x 277]	19374	282	2138
MAT_FLANN    	SEL_NN     	BRISK    	BRISK     	4	297	45780	[64 x 297]	19399	277	2204
MAT_FLANN    	SEL_NN     	BRISK    	BRISK     	5	279	45789	[64 x 279]	19302	297	2293
MAT_FLANN    	SEL_NN     	BRISK    	BRISK     	6	289	46233	[64 x 289]	19833	279	2232
MAT_FLANN    	SEL_NN     	BRISK    	BRISK     	7	272	46124	[64 x 272]	19240	289	2136
MAT_FLANN    	SEL_NN     	BRISK    	BRISK     	8	266	44676	[64 x 266]	19335	272	2037
MAT_FLANN    	SEL_NN     	BRISK    	BRISK     	9	254	44370	[64 x 254]	18954	266	2031
MAT_FLANN    	SEL_NN     	BRISK    	BRIEF    	0	264	73718	[32 x 264]	526	0	0
MAT_FLANN    	SEL_NN     	BRISK    	BRIEF    	1	282	46973	[32 x 282]	490	264	1848
MAT_FLANN    	SEL_NN     	BRISK    	BRIEF    	2	282	46199	[32 x 282]	488	282	1843
MAT_FLANN    	SEL_NN     	BRISK    	BRIEF    	3	277	45683	[32 x 277]	483	282	1862
MAT_FLANN    	SEL_NN     	BRISK    	BRIEF    	4	297	47230	[32 x 297]	512	277	1816
MAT_FLANN    	SEL_NN     	BRISK    	BRIEF    	5	279	45550	[32 x 279]	481	297	1945
MAT_FLANN    	SEL_NN     	BRISK    	BRIEF    	6	289	46311	[32 x 289]	506	279	1781
MAT_FLANN    	SEL_NN     	BRISK    	BRIEF    	7	272	46605	[32 x 272]	486	289	1794
MAT_FLANN    	SEL_NN     	BRISK    	BRIEF    	8	266	47041	[32 x 266]	472	272	1720
MAT_FLANN    	SEL_NN     	BRISK    	BRIEF    	9	254	46830	[32 x 254]	457	266	1665
MAT_FLANN    	SEL_NN     	BRISK    	ORB       	0	264	74505	[32 x 264]	6069	0	0
MAT_FLANN    	SEL_NN     	BRISK    	ORB       	1	282	45199	[32 x 282]	6075	264	2043
MAT_FLANN    	SEL_NN     	BRISK    	ORB       	2	282	46350	[32 x 282]	6710	282	1987
MAT_FLANN    	SEL_NN     	BRISK    	ORB       	3	277	45213	[32 x 277]	6106	282	2130
MAT_FLANN    	SEL_NN     	BRISK    	ORB       	4	297	45593	[32 x 297]	6241	277	1923
MAT_FLANN    	SEL_NN     	BRISK    	ORB       	5	279	45445	[32 x 279]	6311	297	2023
MAT_FLANN    	SEL_NN     	BRISK    	ORB       	6	289	47274	[32 x 289]	7351	279	1900
MAT_FLANN    	SEL_NN     	BRISK    	ORB       	7	272	47776	[32 x 272]	6993	289	1918
MAT_FLANN    	SEL_NN     	BRISK    	ORB       	8	266	47525	[32 x 266]	6247	272	1838
MAT_FLANN    	SEL_NN     	BRISK    	ORB       	9	254	47049	[32 x 254]	6574	266	1957
MAT_FLANN    	SEL_NN     	BRISK    	FREAK    	0	242	76015	[64 x 242]	19098	0	0
MAT_FLANN    	SEL_NN     	BRISK    	FREAK    	1	260	45217	[64 x 260]	17733	242	1870
MAT_FLANN    	SEL_NN     	BRISK    	FREAK    	2	263	45701	[64 x 263]	17442	260	2045
MAT_FLANN    	SEL_NN     	BRISK    	FREAK    	3	264	45335	[64 x 264]	17818	263	2007
MAT_FLANN    	SEL_NN     	BRISK    	FREAK    	4	274	45071	[64 x 274]	18213	264	2283
MAT_FLANN    	SEL_NN     	BRISK    	FREAK    	5	256	46657	[64 x 256]	18077	274	2059
MAT_FLANN    	SEL_NN     	BRISK    	FREAK    	6	269	45821	[64 x 269]	17924	256	2171
MAT_FLANN    	SEL_NN     	BRISK    	FREAK    	7	255	45743	[64 x 255]	17867	269	2018
MAT_FLANN    	SEL_NN     	BRISK    	FREAK    	8	243	45121	[64 x 243]	18052	255	1915
MAT_FLANN    	SEL_NN     	BRISK    	FREAK    	9	237	45840	[64 x 237]	17882	243	1869
MAT_FLANN    	SEL_NN     	BRISK    	AKAZE    	0	264	51744	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_NN     	BRISK    	AKAZE    	1	282	47698	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_NN     	BRISK    	AKAZE    	2	282	46683	[0 x 0]	-1	0	2
MAT_FLANN    	SEL_NN     	BRISK    	AKAZE    	3	277	45537	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	BRISK    	AKAZE    	4	297	45043	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	BRISK    	AKAZE    	5	279	44884	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	BRISK    	AKAZE    	6	289	45571	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	BRISK    	AKAZE    	7	272	44599	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	BRISK    	AKAZE    	8	266	45795	[0 x 0]	-1	0	2
MAT_FLANN    	SEL_NN     	BRISK    	AKAZE    	9	254	46010	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	BRISK    	SIFT     	0	264	75163	[128 x 264]	13933	0	0
MAT_FLANN    	SEL_NN     	BRISK    	SIFT     	1	282	47227	[128 x 282]	12615	264	2561
MAT_FLANN    	SEL_NN     	BRISK    	SIFT     	2	282	46611	[128 x 282]	12198	282	2715
MAT_FLANN    	SEL_NN     	BRISK    	SIFT     	3	277	45145	[128 x 277]	12803	282	2685
